Keyword,Title,Authors,Views
Smart Farm,Precision Farming: Exploring the Challenges and Opportunities for Smallholder Farmers in Chile,"by Eva Orellana, Tirza Gonzalez, Alejandro Álvarez, Christian Fernández-Campusano, Miguel Muñoz and Raúl Carrasco",1
Smart Farm,Smart Image-Based Deep Learning System for Automated Quality Grading of Phalaenopsis Seedlings in Outsourced Production,"by Hong-Dar Lin, Zheng-Yuan Zhang and Chou-Hsien Lin",1
Smart Farm,Fog-Aware Hierarchical Autoencoder with Density-Based Clustering for AI-Driven Threat Detection in Smart Farming IoT Systems,"by Manikandan Thirumalaisamy, Sumendra Yogarayan, Md Shohel Sayeed, Siti Fatimah Abdul Razak and Ramesh Shunmugam",1
Smart Farm,Efficient Neural Modeling of Wind Power Density for National-Scale Energy Planning: Toward Sustainable AI Applications in Industry 5.0,"by Mario Molina-Almaraz, Luis Octavio Solís-Sánchez, Luis E. Bañuelos-García, Celina L. Castañeda-Miranda, Héctor A. Guerrero-Osuna and Eduardo García-Sánchez",1
Smart Farm,Transparent PEDOT:PSS/PDMS Leaf Tattoos for Multiplexed Plant Health Monitoring and Energy Harvesting,"by Antonio Ruiz-Gonzalez, Harriet Kempson and Jim Haseloff",1
Smart Farm,AI-Enabled Intelligent System for Automatic Detection and Classification of Plant Diseases Towards Precision Agriculture,"by Gujju Siva Krishna, Zameer Gulzar, Arpita Baronia, Jagirdar Srinivas, Padmavathy Paramanandam and Kasharaju Balakrishna",168
Smart Farm,Morphological and Physiological Responses of Pak Choi (Brassica rapa subsp. chinensis) Genotypes Under Controlled Drought Stress,"by Jeong-Eun Sim, Mewuleddeg Zebro, Ju-Yeon Ahn, Jae-Kyung Kim, Han-Kyeol Park, Ah-Young Shin, Yu-Jin Kang, Ki-Young Choi, Si-Hong Kim and Ho-Min Kang",127
Smart Farm,Artificial Intelligence-Based Anomaly Detection Technology for Equipment Condition Monitoring in Smart Farms,by Hyeon-O Choe and Meong-Hun Lee,196
Smart Farm,Proximal Monitoring of CO2 Dynamics in Indoor Smart Farming: A Deep Learning and Image-Sensor Fusion Approach,"by Seunghun Lee, Bora Kim, Sang-Gyu Cheon and Jae Won Lee",218
Smart Farm,Greenhouse Irrigation Control Based on Reinforcement Learning,"by Juan Pablo Padilla-Nates, Leonardo D. Garcia, Camilo Lozoya, Luis Orona and Aldo Cortes-Perez",422
Smart Farm,Synergistic Regulation of Water–Land–Energy–Food–Carbon Nexus in Large Agricultural Irrigation Areas,"by Zhenxiong Wan, Haiyan Li, Xiao Liu, Lijuan Huo, Yingshan Chen, Luchen Wang and Mo Li",311
Smart Farm,Image Segmentation of Cottony Mass Produced by Euphyllura olivina (Hemiptera: Psyllidae) in Olive Trees Using Deep Learning,"by Henry O. Velesaca, Francisca Ruano, Alice Gomez-Cantos and Juan A. Holgado-Terriza",190
Smart Farm,Fish Farming 5.0: Advanced Tools for a Smart Aquaculture Management,by Edo D’Agaro,406
Smart Farm,Economic Impact of Optical Sensors and Deep Learning in Smart Agriculture: A Scientometric Analysis,"by Nini Johana Marín-Rodríguez, Juan David Gonzalez-Ruiz and Sergio Botero",334
Smart Farm,The Role of Precision Coffee Farming in Mitigating the Biotic and Abiotic Stresses Related to Climate Change in Saudi Arabia: A Review,"by Hanan Abo El-Kassem Bosly, Rehab A. Dawoud, Tahany Noreldin, Rym Hassani and Habib Khemira",515
Smart Farm,Assessment of 12 Ginsenosides and the Antioxidant Activity of Red Ginseng Sprout Extracts,"by Geon Oh, Do-Sang Lee, Jong-Woo Chae, Seon Woo Park, Ji-Hyun Im, Xiaolu Fu, June-Seok Lim, Min-Hye Kim, Yeon-Seok Seong, Shuai Wei, Xing Fu, Im-Joung La and Ok-Hwan Lee",426
Smart Farm,"Climate Change Perceptions, Impacts, and Adaptation Strategies in Mixed Crop–Livestock Systems of Ethiopia’s Lowlands","by Sintayehu Alemayehu, Daniel Olago, Opere Alfred and Sintayehu W. Dejene",465
Smart Farm,Edge-Computing Smart Irrigation Controller Using LoRaWAN and LSTM for Predictive Controlled Deficit Irrigation,"by Carlos Cambra Baseca, Rogério Dionísio, Fernando Ribeiro and José Metrôlho",720
Smart Farm,"Perceived Value and Consumer Intention to Use Smart Farm Restaurant Systems in Al Ahsa, Saudi Arabia: A Value–Attitude–Behavior Model","by Amany E. Salem, Thowayeb H. Hassan, Mostafa A. Abdelmoaty, Muhannad Mohammed Alfehaid, Mahmoud I. Saleh and Neveen Mohamed Mansour",337
Smart Farm,LEAF-Net: A Multi-Scale Frequency-Aware Framework for Automated Apple Blossom Monitoring in Complex Orchard,"by Yujing Yang, Yalin Li, Kai Cao, Xiude Chen and Weikuan Jia",443
Smart Farm,Artificial-Intelligence-Enhanced Virtual Sensor System for Smart Farming: Modeling Ancestral Cultivation Practices in Simulink,"by Alan Cuenca Sánchez, Pablo Proaño and Santiago Moises Quinte",329
Smart Farm,Automation in the Shellfish Aquaculture Sector to Ensure Sustainability and Food Security,"by T. Senthilkumar, Shubham Subrot Panigrahi, Nikashini Thirugnanam and B. K. R. Kaushik Raja",781
Smart Farm,Research on a UAV-Based Method for Predicting Shallow Residual Film Pollution in Cotton Fields Using RDT-Net,"by Lupeng Miao, Ruoyu Zhang, Huting Wang, Yue Chen, Songxin Ye, Yuting Jia and Zhiqiang Zhai",287
Smart Farm,Review and Assessment of Crop-Related Digital Tools for Agroecology,"by Evangelos Anastasiou, Aikaterini Kasimati, George Papadopoulos, Anna Vatsanidou, Marilena Gemtou, Jochen Kantelhardt, Andreas Gabriel, Friederike Schwierz, Custodio Efraim Matavel, Andreas Meyer-Aurich, Elias Maritan, Karl Behrendt, Alma Moroder, Sonoko Dorothea Bellingrath-Kimura, Søren Marcus Pedersen, Andrea Landi, Liisa Pesonen, Junia Rojic, Minkyeong Kim, Heiner Denzer and add Show full author list",1526
Smart Farm,From Traditional Machine Learning to Fine-Tuning Large Language Models: A Review for Sensors-Based Soil Moisture Forecasting,"by Md Babul Islam, Antonio Guerrieri, Raffaele Gravina, Declan T. Delaney and Giancarlo Fortino",867
Smart Farm,Smart Farming Experiment: IoT-Enhanced Greenhouse Design for Rice Cultivation with Foliar and Soil Fertilization,"by I Made Joni, Dwindra Wilham Maulana, Ferry Faizal, Oviyanti Mulyani, Camellia Panatarani, Ni Nyoman Rupiasih, Pramujo Widiatmoko, Khairunnisa Mohd Paad, Sparisoma Viridi, Aswaldi Anwar, Mimien Hariyanti and Ni Luh Watiniasih",741
Smart Farm,Improving Oriental Melon Leaf Disease Classification via DCGAN-Based Image Augmentation,"by Myeongyong Kang, Niraj Tamrakar and Hyeon Tae Kim",338
Smart Farm,An Internet of Things Approach to Vision-Based Livestock Monitoring: PTZ Cameras for Dairy Cow Identification,"by Niken Prasasti Martono, Ryota Tsukamoto and Hayato Ohwada",727
Smart Farm,"Smart Farming Technology, Scale Economies and Carbon Efficiency: Evidence from Chinese Dairy Farms",by Xiuyi Shi and Chenyang Liu,502
Smart Farm,WeedNet-ViT: A Vision Transformer Approach for Robust Weed Classification in Smart Farming,"by Ahmad Hasasneh, Rawan Ghannam and Sari Masri",639
Smart Farm,LIVEMOS-G: A High Throughput Gantry Monitoring System with Multi-Source Imaging and Environmental Sensing for Large-Scale Commercial Rabbit Farming,"by Yutong Han, Tai Wei, Zhaowang Chen, Hongying Wang, Liangju Wang, Congyan Li, Xiuli Mei, Liangde Kuang and Jianjun Gong",445
Smart Farm,Key Technologies of Robotic Arms in Unmanned Greenhouse,"by Songchao Zhang, Tianhong Liu, Xiang Li, Chen Cai, Chun Chang and Xinyu Xue",1160
Smart Farm,"Forage Potential of Faba Bean By-Products: A Comprehensive Analysis of Proximate Nutrients, Mineral Content, Bioactive Components, and Antioxidant Activities","by Shucheng Duan, Soon-Jae Kwon, Ji Won Kim, Ji Hye Kim, Jeong Woo Lee, Min-Seok Kim, Moo-Yeol Baik and Seok Hyun Eom",467
Smart Farm,Adapting the Cool Farm Tool for Achieving Net-Zero Emissions in Agriculture in Atlantic Canada,"by Mackenzie Tapp, Mayuri Kate, Shuqiang Zhang, Kashfia Sailunaz and Suresh Neethirajan",1271
Smart Farm,AI and Robotics in Agriculture: A Systematic and Quantitative Review of Research Trends (2015–2025),"by Abderrachid Hamrani, Amin Allouhi, Fatma Zohra Bouarab and Krish Jayachandran",3851
Smart Farm,Greening African Cities for Sustainability: A Systematic Review of Urban Gardening’s Role in Biodiversity and Socio-Economic Resilience,"by Philisiwe Felicity Mhlanga, Niké Susan Wesch, Moteng Elizabeth Moseri, Frank Harald Neumann and Nomali Ziphorah Ngobese",1931
Smart Farm,A Novel Approach of Pig Weight Estimation Using High-Precision Segmentation and 2D Image Feature Extraction,"by Yan Chen, Zhiye Li, Ling Yin and Yingjie Kuang",825
Smart Farm,Efficacy of Hybrid Photovoltaic–Thermal and Geothermal Heat Pump System for Greenhouse Climate Control,"by Chung Geon Lee, Geum Choon Kang, Jae Kyung Jang, Sung-Wook Yun, Jong Pil Moon, Hong-Seok Mun and Eddiemar Baguio Lagua",999
Smart Farm,"A Review of Smart Crop Technologies for Resource Constrained Environments: Leveraging Multimodal Data Fusion, Edge-to-Cloud Computing, and IoT Virtualization","by Damilola D. Olatinwo, Herman C. Myburgh, Allan De Freitas and Adnan M. Abu-Mahfouz",1808
Smart Farm,CF-DETR: A Lightweight Real-Time Model for Chicken Face Detection in High-Density Poultry Farming,"by Bin Gao, Wanchao Zhang, Deqi Hao, Kaisi Yang and Changxi Chen",628
Smart Farm,IncentiveChain: Adequate Power and Water Usage in Smart Farming Through Diffusion of Blockchain Crypto-Ether,"by Sukrutha L. T. Vangipuram, Saraju P. Mohanty and Elias Kougianos",1015
Smart Farm,An Explainable Deep Learning Framework with Adaptive Feature Selection for Smart Lemon Disease Classification in Agriculture,"by Naeem Ullah, Michelina Ruocco, Antonio Della Cioppa, Ivanoe De Falco and Giovanna Sannino",815
Smart Farm,The Potential of Low-Cost IoT-Enabled Agrometeorological Stations: A Systematic Review,"by Christa M. Al Kalaany, Hilda N. Kimaita, Ahmed A. Abdelmoneim, Roula Khadra, Bilal Derardja and Giovana Dragonetti",1518
Smart Farm,Research on New Energy Power Generation Forecasting Method Based on Bi-LSTM and Transformer,"by Hao He, Wei He, Jun Guo, Kang Wu, Weizhe Zhao and Zijing Wan",703
Smart Farm,Integrating Management and Digital Tools to Reduce Waste in Plant Protection Process,"by Marianna Cardi Peccinelli, Marcos Milan and Thiago Libório Romanelli",462
Smart Farm,"Control Algorithms for Intelligent Agriculture: Applications, Challenges, and Future Directions","by Shiyu Qin, Shengnan Zhang, Wenjun Zhong and Zhixia He",1117
Smart Farm,A Systematic Review of AI-Based Classifications Used in Agricultural Monitoring in the Context of Achieving the Sustainable Development Goals,"by Vasile Adrian Nan, Gheorghe Badea, Ana Cornelia Badea and Anca Patricia Grădinaru",2007
Smart Farm,Machine Learning Models for Yield Estimation of Hybrid and Conventional Japonica Rice Cultivars Using UAV Imagery,"by Luyao Zhang, Xueyu Liang, Xiao Li, Kai Zeng, Qingshan Chen and Zhenqing Zhao",869
Smart Farm,Digital Twin-Driven Sorting System for 3D Printing Farm,"by Zeyan Wang, Fei Xie, Zhiyuan Wang, Yijian Liu, Qi Mao and Jun Chen",864
Smart Farm,Sustainable Soybean Production Using Residual Vermicompost Inputs in Corn-Soybean Rotation,by Ivan Oyege and Maruthi Sridhar Balaji Bhaskar,853
